team,season,role,position,shirt_number,full_name,country,is_overseas,birthdate
Real Madrid,2007/2008,Player,Midfielder,8.0,Fernando Gago,Argentina,1,1986-04-10
Real Madrid,2007/2008,Player,Forward,9.0,Soldado,Spain,0,1985-05-27
Real Madrid,2007/2008,Player,Forward,10.0,Robinho,Brazil,1,1984-01-25
Real Madrid,2007/2008,Player,Forward,11.0,Arjen Robben,Netherlands,1,1984-01-23
Real Madrid,2007/2008,Player,Defender,12.0,Marcelo,Brazil,1,1988-05-12
Real Madrid,2007/2008,Player,Goalkeeper,13.0,Codina,Spain,0,1982-04-27
Real Madrid,2007/2008,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,2007/2008,Player,Defender,15.0,Royston Drenthe,Netherlands,1,1987-04-08
Real Madrid,2007/2008,Player,Defender,16.0,Gabriel Heinze,Argentina,1,1978-04-19
Real Madrid,2007/2008,Player,Forward,17.0,Ruud van Nistelrooy,Netherlands,1,1976-07-01
Real Madrid,2007/2008,Player,Forward,18.0,Javier Saviola,Argentina,1,1981-12-11
Real Madrid,2007/2008,Player,Forward,19.0,Júlio Baptista,Brazil,1,1981-10-01
Real Madrid,2007/2008,Player,Forward,20.0,Gonzalo Higuaín,Argentina,1,1987-12-10
Real Madrid,2007/2008,Player,Defender,21.0,Christoph Metzelder,Germany,1,1980-11-05
Real Madrid,2007/2008,Player,Defender,22.0,Miguel Torres,Spain,0,1986-01-28
Real Madrid,2007/2008,Player,Midfielder,23.0,Wesley Sneijder,Netherlands,1,1984-06-09
Real Madrid,2007/2008,Player,Goalkeeper,25.0,Jerzy Dudek,Poland,1,1973-03-23
Real Madrid,2007/2008,Player,Midfielder,28.0,Balboa,Equatorial Guinea,1,1985-05-13
Real Madrid,2007/2008,Player,Midfielder,36.0,Nieto,Spain,0,1986-01-12
Real Madrid,2007/2008,Staff,Goalkeeping Coach,,Franco Tancredi,Italy,1,1955-01-10
Real Madrid,2007/2008,Staff,Manager,,Bernd Schuster,Germany,1,1959-12-22
Real Madrid,2006/2007,Player,Goalkeeper,1.0,Iker Casillas,Spain,0,1981-05-20
Real Madrid,2006/2007,Player,Defender,2.0,Míchel Salgado,Spain,0,1975-10-22
Real Madrid,2006/2007,Player,Defender,3.0,Roberto Carlos,Brazil,1,1973-04-10
Real Madrid,2006/2007,Player,Defender,4.0,Sergio Ramos,Spain,0,1986-03-30
Real Madrid,2006/2007,Player,Defender,5.0,Fabio Cannavaro,Italy,1,1973-09-13
Real Madrid,2006/2007,Player,Midfielder,6.0,Mahamadou Diarra,Mali,1,1981-05-18
Real Madrid,2006/2007,Player,Forward,7.0,Raúl,Spain,0,1977-06-27
Real Madrid,2006/2007,Player,Midfielder,8.0,Emerson,Brazil,1,1976-04-04
Real Madrid,2006/2007,Player,Forward,10.0,Robinho,Brazil,1,1984-01-25
Real Madrid,2006/2007,Player,Defender,11.0,Cicinho,Brazil,1,1980-06-24
Real Madrid,2006/2007,Player,Defender,12.0,Marcelo,Brazil,1,1988-05-12
Real Madrid,2006/2007,Player,Goalkeeper,12.0,Kiko Casilla,Spain,0,1986-10-02
Real Madrid,2006/2007,Player,Goalkeeper,13.0,Diego López,Spain,0,1981-11-03
Real Madrid,2006/2007,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,2006/2007,Player,Defender,15.0,Raúl Bravo,Spain,0,1981-04-14
Real Madrid,2006/2007,Player,Midfielder,16.0,Fernando Gago,Argentina,1,1986-04-10
Real Madrid,2006/2007,Player,Forward,17.0,Ruud van Nistelrooy,Netherlands,1,1976-07-01
Real Madrid,2006/2007,Player,Forward,18.0,Antonio Cassano,Italy,1,1982-07-12
Real Madrid,2006/2007,Player,Forward,19.0,Reyes,Spain,0,1983-09-01
Real Madrid,2006/2007,Player,Forward,20.0,Gonzalo Higuaín,Argentina,1,1987-12-10
Real Madrid,2006/2007,Player,Defender,21.0,Iván Helguera,Spain,0,1975-03-28
Real Madrid,2006/2007,Player,Defender,22.0,Pavón,Spain,0,1980-01-09
Real Madrid,2006/2007,Player,Midfielder,23.0,David Beckham,England,1,1975-05-02
Real Madrid,2006/2007,Player,Defender,24.0,Álvaro Mejía,Spain,0,1982-01-18
Real Madrid,2006/2007,Player,Midfielder,26.0,Javi García,Spain,0,1987-02-08
Real Madrid,2006/2007,Player,Midfielder,27.0,De la Red,Spain,0,1985-06-05
Real Madrid,2006/2007,Player,Goalkeeper,28.0,Antonio Adán,Spain,0,1987-05-13
Real Madrid,2006/2007,Player,Midfielder,32.0,Adrián,Spain,0,1988-05-25
Real Madrid,2006/2007,Player,Midfielder,36.0,Nieto,Spain,0,1986-01-12
Real Madrid,2006/2007,Player,Defender,38.0,Miguel Torres,Spain,0,1986-01-28
Real Madrid,2006/2007,Player,Midfielder,39.0,Borja Valero,Spain,0,1985-01-12
Real Madrid,2006/2007,Player,Forward,42.0,Álvaro Negredo,Spain,0,1985-08-20
Real Madrid,2006/2007,Player,Defender,44.0,Sergio Alejandro,Spain,0,1985-02-09
Real Madrid,2005/2006,Player,Goalkeeper,1.0,Iker Casillas,Spain,0,1981-05-20
Real Madrid,2005/2006,Player,Defender,2.0,Míchel Salgado,Spain,0,1975-10-22
Real Madrid,2005/2006,Player,Defender,3.0,Roberto Carlos,Brazil,1,1973-04-10
Real Madrid,2005/2006,Player,Defender,4.0,Sergio Ramos,Spain,0,1986-03-30
Real Madrid,2005/2006,Player,Midfielder,5.0,Zinédine Zidane,France,1,1972-06-23
Real Madrid,2005/2006,Player,Defender,6.0,Iván Helguera,Spain,0,1975-03-28
Real Madrid,2005/2006,Player,Forward,7.0,Raúl,Spain,0,1977-06-27
Real Madrid,2005/2006,Player,Forward,8.0,Júlio Baptista,Brazil,1,1981-10-01
Real Madrid,2005/2006,Player,Forward,9.0,Ronaldo,Brazil,1,1976-09-22
Real Madrid,2005/2006,Player,Forward,10.0,Robinho,Brazil,1,1984-01-25
Real Madrid,2005/2006,Player,Defender,11.0,Cicinho,Brazil,1,1980-06-24
Real Madrid,2005/2006,Player,Midfielder,12.0,Pablo García,Uruguay,1,1977-05-11
Real Madrid,2005/2006,Player,Goalkeeper,13.0,Diego López,Spain,0,1981-11-03
Real Madrid,2005/2006,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,2005/2006,Player,Defender,15.0,Raúl Bravo,Spain,0,1981-04-14
Real Madrid,2005/2006,Player,Midfielder,16.0,Thomas Gravesen,Denmark,1,1976-03-11
Real Madrid,2005/2006,Player,Defender,18.0,Jonathan Woodgate,England,1,1980-01-22
Real Madrid,2005/2006,Player,Forward,19.0,Antonio Cassano,Italy,1,1982-07-12
Real Madrid,2005/2006,Player,Defender,20.0,Miñambres,Spain,0,1981-02-01
Real Madrid,2005/2006,Player,Defender,21.0,Carlos Diogo,Uruguay,1,1983-07-18
Real Madrid,2005/2006,Player,Defender,22.0,Pavón,Spain,0,1980-01-09
Real Madrid,2005/2006,Player,Midfielder,23.0,David Beckham,England,1,1975-05-02
Real Madrid,2005/2006,Player,Defender,24.0,Álvaro Mejía,Spain,0,1982-01-18
Real Madrid,2005/2006,Player,Defender,26.0,Arbeloa,Spain,0,1983-01-17
Real Madrid,2005/2006,Player,Forward,27.0,Soldado,Spain,0,1985-05-27
Real Madrid,2005/2006,Player,Midfielder,28.0,De la Red,Spain,0,1985-06-05
Real Madrid,2005/2006,Player,Midfielder,29.0,Jurado,Spain,0,1986-06-29
Real Madrid,2005/2006,Player,Goalkeeper,30.0,Codina,Spain,0,1982-04-27
Real Madrid,2005/2006,Player,Forward,31.0,Barral,Spain,0,1983-05-10
Real Madrid,2005/2006,Player,Midfielder,34.0,Javi García,Spain,0,1987-02-08
Real Madrid,2005/2006,Player,Midfielder,35.0,Balboa,Equatorial Guinea,1,1985-05-13
Real Madrid,2005/2006,Player,Midfielder,37.0,Borja Valero,Spain,0,1985-01-12
Real Madrid,2005/2006,Player,Midfielder,40.0,Adrián Martín,Spain,0,1982-10-10
Real Madrid,2005/2006,Player,Goalkeeper,42.0,Cobeño,Spain,0,1982-04-06
Real Madrid,2005/2006,Staff,Manager,,López Caro,Spain,0,1963-03-23
Real Madrid,2004/2005,Player,Goalkeeper,1.0,Iker Casillas,Spain,0,1981-05-20
Real Madrid,2004/2005,Player,Defender,2.0,Míchel Salgado,Spain,0,1975-10-22
Real Madrid,2004/2005,Player,Defender,3.0,Roberto Carlos,Brazil,1,1973-04-10
Real Madrid,2004/2005,Player,Midfielder,4.0,Borja,Spain,0,1981-01-14
Real Madrid,2004/2005,Player,Midfielder,5.0,Zinédine Zidane,France,1,1972-06-23
Real Madrid,2004/2005,Player,Defender,6.0,Iván Helguera,Spain,0,1975-03-28
Real Madrid,2004/2005,Player,Forward,7.0,Raúl,Spain,0,1977-06-27
Real Madrid,2004/2005,Player,Forward,9.0,Ronaldo,Brazil,1,1976-09-22
Real Madrid,2004/2005,Player,Midfielder,10.0,Luís Figo,Portugal,1,1972-11-04
Real Madrid,2004/2005,Player,Forward,11.0,Michael Owen,England,1,1979-12-14
Real Madrid,2004/2005,Player,Goalkeeper,13.0,César Sánchez,Spain,0,1971-09-02
Real Madrid,2004/2005,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,2004/2005,Player,Defender,15.0,Raúl Bravo,Spain,0,1981-04-14
Real Madrid,2004/2005,Player,Midfielder,16.0,Thomas Gravesen,Denmark,1,1976-03-11
Real Madrid,2004/2005,Player,Forward,17.0,Portillo,Spain,0,1982-03-30
Real Madrid,2004/2005,Player,Defender,18.0,Jonathan Woodgate,England,1,1980-01-22
Real Madrid,2004/2005,Player,Defender,19.0,Walter Samuel,Argentina,1,1978-03-23
Real Madrid,2004/2005,Player,Midfielder,20.0,Celades,Spain,0,1975-09-29
Real Madrid,2004/2005,Player,Midfielder,21.0,Santiago Solari,Argentina,1,1976-10-07
Real Madrid,2004/2005,Player,Defender,22.0,Pavón,Spain,0,1980-01-09
Real Madrid,2004/2005,Player,Midfielder,23.0,David Beckham,England,1,1975-05-02
Real Madrid,2004/2005,Player,Defender,24.0,Álvaro Mejía,Spain,0,1982-01-18
Real Madrid,2004/2005,Player,Defender,27.0,Arbeloa,Spain,0,1983-01-17
Real Madrid,2004/2005,Player,Defender,28.0,Palencia,Spain,0,1984-01-02
Real Madrid,2004/2005,Player,Midfielder,31.0,De la Red,Spain,0,1985-06-05
Real Madrid,2004/2005,Player,Defender,32.0,Juanfran,Spain,0,1985-01-09
Real Madrid,2004/2005,Player,Midfielder,33.0,Jurado,Spain,0,1986-06-29
Real Madrid,2004/2005,Player,Midfielder,35.0,Javi García,Spain,0,1987-02-08
Real Madrid,2004/2005,Player,Forward,38.0,Alex Pérez,Spain,0,1985-01-21
Real Madrid,2004/2005,Player,Forward,38.0,Soldado,Spain,0,1985-05-27
Real Madrid,2004/2005,Player,Defender,42.0,Paredes,Spain,0,1982-07-05
Real Madrid,2004/2005,Player,Midfielder,43.0,Jotha,Spain,0,1982-06-06
Real Madrid,2004/2005,Player,Goalkeeper,45.0,Diego López,Spain,0,1981-11-03
Real Madrid,2004/2005,Staff,Manager,,Vanderlei Luxemburgo,Brazil,1,1952-05-10
Real Madrid,2003/2004,Player,Goalkeeper,1.0,Iker Casillas,Spain,0,1981-05-20
Real Madrid,2003/2004,Player,Defender,2.0,Míchel Salgado,Spain,0,1975-10-22
Real Madrid,2003/2004,Player,Defender,3.0,Roberto Carlos,Brazil,1,1973-04-10
Real Madrid,2003/2004,Player,Midfielder,5.0,Zinédine Zidane,France,1,1972-06-23
Real Madrid,2003/2004,Player,Defender,6.0,Iván Helguera,Spain,0,1975-03-28
Real Madrid,2003/2004,Player,Forward,7.0,Raúl,Spain,0,1977-06-27
Real Madrid,2003/2004,Player,Midfielder,8.0,Borja,Spain,0,1981-01-14
Real Madrid,2003/2004,Player,Forward,9.0,Ronaldo,Brazil,1,1976-09-22
Real Madrid,2003/2004,Player,Midfielder,10.0,Luís Figo,Portugal,1,1972-11-04
Real Madrid,2003/2004,Player,Forward,11.0,Portillo,Spain,0,1982-03-30
Real Madrid,2003/2004,Player,Goalkeeper,13.0,César Sánchez,Spain,0,1971-09-02
Real Madrid,2003/2004,Player,Goalkeeper,13.0,Carlos Sánchez,Spain,0,1978-01-19
Real Madrid,2003/2004,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,2003/2004,Player,Defender,15.0,Raúl Bravo,Spain,0,1981-04-14
Real Madrid,2003/2004,Player,Defender,17.0,Miñambres,Spain,0,1981-02-01
Real Madrid,2003/2004,Player,Midfielder,19.0,Esteban Cambiasso,Argentina,1,1980-08-18
Real Madrid,2003/2004,Player,Midfielder,21.0,Santiago Solari,Argentina,1,1976-10-07
Real Madrid,2003/2004,Player,Defender,22.0,Pavón,Spain,0,1980-01-09
Real Madrid,2003/2004,Player,Midfielder,23.0,David Beckham,England,1,1975-05-02
Real Madrid,2003/2004,Player,Midfielder,27.0,Núñez,Spain,0,1979-01-15
Real Madrid,2003/2004,Player,Defender,28.0,Olalla,Spain,0,1980-01-13
Real Madrid,2003/2004,Player,Forward,29.0,Riki,Spain,0,1980-08-11
Real Madrid,2003/2004,Player,Midfielder,31.0,Jordi López,Spain,0,1981-02-28
Real Madrid,2003/2004,Player,Defender,33.0,Álvaro Mejía,Spain,0,1982-01-18
Real Madrid,2003/2004,Player,Defender,34.0,Juanfran,Spain,0,1985-01-09
Real Madrid,2003/2004,Player,Midfielder,35.0,Jurado,Spain,0,1986-06-29
Real Madrid,2003/2004,Player,Forward,38.0,Alex Pérez,Spain,0,1985-01-21
Real Madrid,2003/2004,Player,Defender,41.0,Paredes,Spain,0,1982-07-05
Real Madrid,2003/2004,Player,Goalkeeper,42.0,Diego López,Spain,0,1981-11-03
Real Madrid,2003/2004,Staff,Ass. Manager,,José Peseiro,Portugal,1,1960-04-04
Real Madrid,2003/2004,Staff,Manager,,Carlos Queiroz,Portugal,1,1953-03-01
Real Madrid,2002/2003,Player,Goalkeeper,1.0,Iker Casillas,Spain,0,1981-05-20
Real Madrid,2002/2003,Player,Defender,2.0,Míchel Salgado,Spain,0,1975-10-22
Real Madrid,2002/2003,Player,Defender,3.0,Roberto Carlos,Brazil,1,1973-04-10
Real Madrid,2002/2003,Player,Defender,4.0,Hierro,Spain,0,1968-03-23
Real Madrid,2002/2003,Player,Midfielder,5.0,Zinédine Zidane,France,1,1972-06-23
Real Madrid,2002/2003,Player,Defender,6.0,Iván Helguera,Spain,0,1975-03-28
Real Madrid,2002/2003,Player,Forward,7.0,Raúl,Spain,0,1977-06-27
Real Madrid,2002/2003,Player,Midfielder,8.0,Steve McManaman,England,1,1972-02-11
Real Madrid,2002/2003,Player,Forward,9.0,Morientes,Spain,0,1976-04-05
Real Madrid,2002/2003,Player,Midfielder,10.0,Luís Figo,Portugal,1,1972-11-04
Real Madrid,2002/2003,Player,Forward,11.0,Ronaldo,Brazil,1,1976-09-22
Real Madrid,2002/2003,Player,Forward,12.0,Tote,Spain,0,1978-11-23
Real Madrid,2002/2003,Player,Goalkeeper,13.0,César Sánchez,Spain,0,1971-09-02
Real Madrid,2002/2003,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,2002/2003,Player,Midfielder,16.0,Flávio Conceição,Brazil,1,1974-06-12
Real Madrid,2002/2003,Player,Defender,17.0,Miñambres,Spain,0,1981-02-01
Real Madrid,2002/2003,Player,Forward,18.0,Portillo,Spain,0,1982-03-30
Real Madrid,2002/2003,Player,Midfielder,19.0,Esteban Cambiasso,Argentina,1,1980-08-18
Real Madrid,2002/2003,Player,Midfielder,20.0,Celades,Spain,0,1975-09-29
Real Madrid,2002/2003,Player,Midfielder,21.0,Santiago Solari,Argentina,1,1976-10-07
Real Madrid,2002/2003,Player,Defender,22.0,Pavón,Spain,0,1980-01-09
Real Madrid,2002/2003,Player,Midfielder,24.0,Claude Makélélé,France,1,1973-02-18
Real Madrid,2002/2003,Player,Goalkeeper,26.0,Carlos Sánchez,Spain,0,1978-01-19
Real Madrid,2002/2003,Player,Defender,29.0,Rubén,Spain,0,1982-01-29
Real Madrid,2002/2003,Player,Midfielder,32.0,Borja,Spain,0,1981-01-14
Real Madrid,2002/2003,Player,Midfielder,33.0,Luis García,Spain,0,1981-02-06
Real Madrid,2002/2003,Player,Defender,37.0,Olalla,Spain,0,1980-01-13
Real Madrid,2002/2003,Player,Forward,38.0,Alex Pérez,Spain,0,1985-01-21
Real Madrid,2002/2003,Staff,Ass. Manager,,Grande,Spain,0,1947-09-17
Real Madrid,2002/2003,Staff,Manager,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,2001/2002,Player,Goalkeeper,1.0,Iker Casillas,Spain,0,1981-05-20
Real Madrid,2001/2002,Player,Defender,2.0,Míchel Salgado,Spain,0,1975-10-22
Real Madrid,2001/2002,Player,Defender,3.0,Roberto Carlos,Brazil,1,1973-04-10
Real Madrid,2001/2002,Player,Defender,4.0,Hierro,Spain,0,1968-03-23
Real Madrid,2001/2002,Player,Midfielder,5.0,Zinédine Zidane,France,1,1972-06-23
Real Madrid,2001/2002,Player,Defender,6.0,Iván Helguera,Spain,0,1975-03-28
Real Madrid,2001/2002,Player,Forward,7.0,Raúl,Spain,0,1977-06-27
Real Madrid,2001/2002,Player,Midfielder,8.0,Steve McManaman,England,1,1972-02-11
Real Madrid,2001/2002,Player,Forward,9.0,Morientes,Spain,0,1976-04-05
Real Madrid,2001/2002,Player,Midfielder,10.0,Luís Figo,Portugal,1,1972-11-04
Real Madrid,2001/2002,Player,Midfielder,11.0,Sávio,Brazil,1,1974-01-09
Real Madrid,2001/2002,Player,Defender,12.0,Iván Campo,Spain,0,1974-02-21
Real Madrid,2001/2002,Player,Goalkeeper,13.0,César Sánchez,Spain,0,1971-09-02
Real Madrid,2001/2002,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,2001/2002,Player,Midfielder,15.0,Geremi Njitap,Cameroon,1,1978-12-20
Real Madrid,2001/2002,Player,Midfielder,16.0,Flávio Conceição,Brazil,1,1974-06-12
Real Madrid,2001/2002,Player,Defender,18.0,Karanka,Spain,0,1973-09-18
Real Madrid,2001/2002,Player,Forward,18.0,Portillo,Spain,0,1982-03-30
Real Madrid,2001/2002,Player,Midfielder,20.0,Celades,Spain,0,1975-09-29
Real Madrid,2001/2002,Player,Midfielder,21.0,Santiago Solari,Argentina,1,1976-10-07
Real Madrid,2001/2002,Player,Forward,23.0,Munitis,Spain,0,1975-06-19
Real Madrid,2001/2002,Player,Midfielder,24.0,Claude Makélélé,France,1,1973-02-18
Real Madrid,2001/2002,Player,Defender,26.0,Miñambres,Spain,0,1981-02-01
Real Madrid,2001/2002,Player,Goalkeeper,27.0,Carlos Sánchez,Spain,0,1978-01-19
Real Madrid,2001/2002,Player,Midfielder,28.0,Álvaro Benito,Spain,0,1976-12-10
Real Madrid,2001/2002,Player,Midfielder,29.0,Borja,Spain,0,1981-01-14
Real Madrid,2001/2002,Player,Defender,30.0,Raúl Bravo,Spain,0,1981-04-14
Real Madrid,2001/2002,Player,Defender,31.0,Pavón,Spain,0,1980-01-09
Real Madrid,2001/2002,Player,Midfielder,32.0,Valdo,Cape Verde,1,1981-04-23
Real Madrid,2001/2002,Player,Defender,33.0,Rubén,Spain,0,1982-01-29
Real Madrid,2001/2002,Player,Midfielder,34.0,Sousa,Spain,0,1980-02-03
Real Madrid,2001/2002,Player,Defender,40.0,César Navas,Spain,0,1980-02-14
Real Madrid,2001/2002,Staff,Ass. Manager,,Grande,Spain,0,1947-09-17
Real Madrid,2001/2002,Staff,Manager,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,2000/2001,Player,Goalkeeper,1.0,Bodo Illgner,Germany,1,1967-04-07
Real Madrid,2000/2001,Player,Defender,2.0,Míchel Salgado,Spain,0,1975-10-22
Real Madrid,2000/2001,Player,Defender,3.0,Roberto Carlos,Brazil,1,1973-04-10
Real Madrid,2000/2001,Player,Defender,4.0,Hierro,Spain,0,1968-03-23
Real Madrid,2000/2001,Player,Defender,5.0,Sanchís,Spain,0,1965-05-23
Real Madrid,2000/2001,Player,Defender,6.0,Iván Helguera,Spain,0,1975-03-28
Real Madrid,2000/2001,Player,Forward,7.0,Raúl,Spain,0,1977-06-27
Real Madrid,2000/2001,Player,Midfielder,8.0,Steve McManaman,England,1,1972-02-11
Real Madrid,2000/2001,Player,Forward,9.0,Morientes,Spain,0,1976-04-05
Real Madrid,2000/2001,Player,Midfielder,10.0,Luís Figo,Portugal,1,1972-11-04
Real Madrid,2000/2001,Player,Midfielder,11.0,Sávio,Brazil,1,1974-01-09
Real Madrid,2000/2001,Player,Defender,12.0,Iván Campo,Spain,0,1974-02-21
Real Madrid,2000/2001,Player,Goalkeeper,13.0,César Sánchez,Spain,0,1971-09-02
Real Madrid,2000/2001,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,2000/2001,Player,Midfielder,15.0,Geremi Njitap,Cameroon,1,1978-12-20
Real Madrid,2000/2001,Player,Midfielder,16.0,Flávio Conceição,Brazil,1,1974-06-12
Real Madrid,2000/2001,Player,Forward,17.0,Munitis,Spain,0,1975-06-19
Real Madrid,2000/2001,Player,Defender,18.0,Karanka,Spain,0,1973-09-18
Real Madrid,2000/2001,Player,Forward,19.0,Tote,Spain,0,1978-11-23
Real Madrid,2000/2001,Player,Midfielder,20.0,Celades,Spain,0,1975-09-29
Real Madrid,2000/2001,Player,Midfielder,21.0,Santiago Solari,Argentina,1,1976-10-07
Real Madrid,2000/2001,Player,Forward,23.0,Perica Ognjenović,Serbia,1,1977-02-24
Real Madrid,2000/2001,Player,Midfielder,24.0,Claude Makélélé,France,1,1973-02-18
Real Madrid,2000/2001,Player,Midfielder,24.0,Álvaro Benito,Spain,0,1976-12-10
Real Madrid,2000/2001,Player,Goalkeeper,25.0,Iker Casillas,Spain,0,1981-05-20
Real Madrid,2000/2001,Player,Defender,26.0,Miñambres,Spain,0,1981-02-01
Real Madrid,2000/2001,Player,Midfielder,26.0,Rivera,Spain,0,1978-02-16
Real Madrid,2000/2001,Player,Defender,28.0,Leo Bermejo,Spain,0,1979-08-24
Real Madrid,2000/2001,Player,Midfielder,29.0,Santos,Spain,0,1980-01-19
Real Madrid,2000/2001,Player,Defender,33.0,Corrales,Spain,0,1982-03-01
Real Madrid,2000/2001,Player,Defender,34.0,Pavón,Spain,0,1980-01-09
Real Madrid,2000/2001,Player,Midfielder,34.0,Félix Robles Ramos,Spain,0,1979-03-15
Real Madrid,2000/2001,Player,Defender,36.0,Rubén,Spain,0,1982-01-29
Real Madrid,2000/2001,Staff,Ass. Manager,,Grande,Spain,0,1947-09-17
Real Madrid,2000/2001,Staff,Manager,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1999/2000,Player,Goalkeeper,1.0,Bodo Illgner,Germany,1,1967-04-07
Real Madrid,1999/2000,Player,Defender,2.0,Míchel Salgado,Spain,0,1975-10-22
Real Madrid,1999/2000,Player,Defender,3.0,Roberto Carlos,Brazil,1,1973-04-10
Real Madrid,1999/2000,Player,Defender,4.0,Hierro,Spain,0,1968-03-23
Real Madrid,1999/2000,Player,Defender,5.0,Sanchís,Spain,0,1965-05-23
Real Madrid,1999/2000,Player,Midfielder,6.0,Fernando Redondo,Argentina,1,1969-06-06
Real Madrid,1999/2000,Player,Forward,7.0,Raúl,Spain,0,1977-06-27
Real Madrid,1999/2000,Player,Midfielder,8.0,Steve McManaman,England,1,1972-02-11
Real Madrid,1999/2000,Player,Forward,9.0,Morientes,Spain,0,1976-04-05
Real Madrid,1999/2000,Player,Midfielder,11.0,Sávio,Brazil,1,1974-01-09
Real Madrid,1999/2000,Player,Defender,12.0,Iván Campo,Spain,0,1974-02-21
Real Madrid,1999/2000,Player,Goalkeeper,13.0,Albano Bizzarri,Argentina,1,1977-11-09
Real Madrid,1999/2000,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,1999/2000,Player,Defender,15.0,Iván Helguera,Spain,0,1975-03-28
Real Madrid,1999/2000,Player,Defender,17.0,Dorado,Spain,0,1977-02-17
Real Madrid,1999/2000,Player,Defender,18.0,Karanka,Spain,0,1973-09-18
Real Madrid,1999/2000,Player,Forward,19.0,Nicolas Anelka,France,1,1979-03-14
Real Madrid,1999/2000,Player,Forward,20.0,Elvir Baljić,Bosnia-Herzegovina,1,1974-07-08
Real Madrid,1999/2000,Player,Midfielder,21.0,Geremi Njitap,Cameroon,1,1978-12-20
Real Madrid,1999/2000,Player,Midfielder,22.0,Christian Karembeu,France,1,1970-12-03
Real Madrid,1999/2000,Player,Defender,23.0,Júlio César,Brazil,1,1978-11-18
Real Madrid,1999/2000,Player,Goalkeeper,23.0,Oliver,Spain,0,1977-07-12
Real Madrid,1999/2000,Player,Midfielder,24.0,Álvaro Benito,Spain,0,1976-12-10
Real Madrid,1999/2000,Player,Forward,25.0,Perica Ognjenović,Serbia,1,1977-02-24
Real Madrid,1999/2000,Player,Forward,26.0,Aranda,Spain,0,1980-07-27
Real Madrid,1999/2000,Player,Goalkeeper,27.0,Iker Casillas,Spain,0,1981-05-20
Real Madrid,1999/2000,Player,Midfielder,29.0,Corona,Spain,0,1981-02-12
Real Madrid,1999/2000,Player,Forward,30.0,Sestelo,Spain,0,1978-08-19
Real Madrid,1999/2000,Player,Forward,31.0,Meca,Spain,0,1978-01-19
Real Madrid,1999/2000,Player,Forward,34.0,Aganzo,Spain,0,1981-01-10
Real Madrid,1999/2000,Player,Forward,36.0,Rolando Zárate,Argentina,1,1978-08-06
Real Madrid,1999/2000,Player,Midfielder,38.0,Fernando,Spain,0,1979-06-02
Real Madrid,1999/2000,Staff,Ass. Manager,,Grande,Spain,0,1947-09-17
Real Madrid,1999/2000,Staff,Manager,,Vicente Del Bosque,Spain,0,1950-12-23
Real Madrid,1998/1999,Player,Goalkeeper,1.0,Bodo Illgner,Germany,1,1967-04-07
Real Madrid,1998/1999,Player,Defender,2.0,Christian Panucci,Italy,1,1973-04-12
Real Madrid,1998/1999,Player,Defender,3.0,Roberto Carlos,Brazil,1,1973-04-10
Real Madrid,1998/1999,Player,Defender,4.0,Hierro,Spain,0,1968-03-23
Real Madrid,1998/1999,Player,Defender,5.0,Sanchís,Spain,0,1965-05-23
Real Madrid,1998/1999,Player,Midfielder,6.0,Fernando Redondo,Argentina,1,1969-06-06
Real Madrid,1998/1999,Player,Forward,7.0,Raúl,Spain,0,1977-06-27
Real Madrid,1998/1999,Player,Forward,8.0,Predrag Mijatović,Montenegro,1,1969-01-19
Real Madrid,1998/1999,Player,Forward,9.0,Davor Šuker,Croatia,1,1968-01-01
Real Madrid,1998/1999,Player,Midfielder,10.0,Clarence Seedorf,Netherlands,1,1976-04-01
Real Madrid,1998/1999,Player,Defender,12.0,Iván Campo,Spain,0,1974-02-21
Real Madrid,1998/1999,Player,Goalkeeper,13.0,Contreras,Spain,0,1972-01-07
Real Madrid,1998/1999,Player,Midfielder,14.0,Guti,Spain,0,1976-10-31
Real Madrid,1998/1999,Player,Forward,15.0,Morientes,Spain,0,1976-04-05
Real Madrid,1998/1999,Player,Midfielder,16.0,Jaime,Spain,0,1973-03-20
Real Madrid,1998/1999,Player,Defender,17.0,Dorado,Spain,0,1977-02-17
Real Madrid,1998/1999,Player,Midfielder,17.0,Robert Jarni,Croatia,1,1968-10-26
Real Madrid,1998/1999,Player,Defender,18.0,Karanka,Spain,0,1973-09-18
Real Madrid,1998/1999,Player,Defender,19.0,Fernando Sanz,Spain,0,1974-01-01
Real Madrid,1998/1999,Player,Midfielder,20.0,Sávio,Brazil,1,1974-01-09
Real Madrid,1998/1999,Player,Defender,21.0,Rojas,Spain,0,1974-11-17
